Geneid	Chr	Start	End	Strand	Length	alignment/bam/SRR20707035_sorted.bam	alignment/bam/SRR20707036_sorted.bam	alignment/bam/SRR20707037_sorted.bam	alignment/bam/SRR20707038_sorted.bam	alignment/bam/SRR20707039_sorted.bam	alignment/bam/SRR20707040_sorted.bam	alignment/bam/SRR20707041_sorted.bam	alignment/bam/SRR20707042_sorted.bam	alignment/bam/SRR20707043_sorted.bam	alignment/bam/SRR20707044_sorted.bam	alignment/bam/SRR20707045_sorted.bam	alignment/bam/SRR20707047_sorted.bam	alignment/bam/SRR20707048_sorted.bam	alignment/bam/SRR20707049_sorted.bam	alignment/bam/SRR20707050_sorted.bam	alignment/bam/SRR20707051_sorted.bam	alignment/bam/SRR20707053_sorted.bam	alignment/bam/SRR20707054_sorted.bam	alignment/bam/SRR20707056_sorted.bam	alignment/bam/SRR20707058_sorted.bam	alignment/bam/SRR20707059_sorted.bam	alignment/bam/SRR20707060_sorted.bam	alignment/bam/SRR20707061_sorted.bam	alignment/bam/SRR20707062_sorted.bam	alignment/bam/SRR20707063_sorted.bam	alignment/bam/SRR20707064_sorted.bam	alignment/bam/SRR20707065_sorted.bam	alignment/bam/SRR20707066_sorted.bam	alignment/bam/SRR20707067_sorted.bam	alignment/bam/SRR20707068_sorted.bam	alignment/bam/SRR20707069_sorted.bam	alignment/bam/SRR20707070_sorted.bam	alignment/bam/SRR20707071_sorted.bam	alignment/bam/SRR20707072_sorted.bam	alignment/bam/SRR20707073_sorted.bam	alignment/bam/SRR20707074_sorted.bam	alignment/bam/SRR20707075_sorted.bam	alignment/bam/SRR20707076_sorted.bam	alignment/bam/SRR20707077_sorted.bam	alignment/bam/SRR20707078_sorted.bam	alignment/bam/SRR20707079_sorted.bam	alignment/bam/SRR20707080_sorted.bam	alignment/bam/SRR20707081_sorted.bam	alignment/bam/SRR20707082_sorted.bam	alignment/bam/SRR20707083_sorted.bam	alignment/bam/SRR20707084_sorted.bam	alignment/bam/SRR20707085_sorted.bam	alignment/bam/SRR20707086_sorted.bam	alignment/bam/SRR20707087_sorted.bam	alignment/bam/SRR20707088_sorted.bam	alignment/bam/SRR20707089_sorted.bam	alignment/bam/SRR20707090_sorted.bam	alignment/bam/SRR20707091_sorted.bam	alignment/bam/SRR20707092_sorted.bam	alignment/bam/SRR20707093_sorted.bam	alignment/bam/SRR20707094_sorted.bam	alignment/bam/SRR20707095_sorted.bam	alignment/bam/SRR20707096_sorted.bam	alignment/bam/SRR20707097_sorted.bam	alignment/bam/SRR20707098_sorted.bam	alignment/bam/SRR20707099_sorted.bam	alignment/bam/SRR20707100_sorted.bam	alignment/bam/SRR20707101_sorted.bam	alignment/bam/SRR20707102_sorted.bam	alignment/bam/SRR20707103_sorted.bam	alignment/bam/SRR20707104_sorted.bam	alignment/bam/SRR20707105_sorted.bam	alignment/bam/SRR20707106_sorted.bam	alignment/bam/SRR20707107_sorted.bam	alignment/bam/SRR20707108_sorted.bam	alignment/bam/SRR20707109_sorted.bam	alignment/bam/SRR20707110_sorted.bam	alignment/bam/SRR20707111_sorted.bam	alignment/bam/SRR20707112_sorted.bam	alignment/bam/SRR20707113_sorted.bam	alignment/bam/SRR20707114_sorted.bam	alignment/bam/SRR20707115_sorted.bam	alignment/bam/SRR20707116_sorted.bam	alignment/bam/SRR20707117_sorted.bam	alignment/bam/SRR20707119_sorted.bam	alignment/bam/SRR20707120_sorted.bam	alignment/bam/SRR20707121_sorted.bam	alignment/bam/SRR20707122_sorted.bam	alignment/bam/SRR20707123_sorted.bam	alignment/bam/SRR20707124_sorted.bam	alignment/bam/SRR20707125_sorted.bam	alignment/bam/SRR20707127_sorted.bam	alignment/bam/SRR20707129_sorted.bam	alignment/bam/SRR20707131_sorted.bam	alignment/bam/SRR20707133_sorted.bam	alignment/bam/SRR20707134_sorted.bam	alignment/bam/SRR20707135_sorted.bam	alignment/bam/SRR20707136_sorted.bam	alignment/bam/SRR20707137_sorted.bam	alignment/bam/SRR20707139_sorted.bam	alignment/bam/SRR20707140_sorted.bam	alignment/bam/SRR20707141_sorted.bam	alignment/bam/SRR20707142_sorted.bam	alignment/bam/SRR20707143_sorted.bam	alignment/bam/SRR20707144_sorted.bam	alignment/bam/SRR20707145_sorted.bam	alignment/bam/SRR20707146_sorted.bam	alignment/bam/SRR20707147_sorted.bam	alignment/bam/SRR20707148_sorted.bam	alignment/bam/SRR20707149_sorted.bam	alignment/bam/SRR20707151_sorted.bam	alignment/bam/SRR20707152_sorted.bam	alignment/bam/SRR20707153_sorted.bam	alignment/bam/SRR20707154_sorted.bam	alignment/bam/SRR20707155_sorted.bam	alignment/bam/SRR20707156_sorted.bam	alignment/bam/SRR20707157_sorted.bam	alignment/bam/SRR20707158_sorted.bam	alignment/bam/SRR20707159_sorted.bam	alignment/bam/SRR20707160_sorted.bam	alignment/bam/SRR20707161_sorted.bam	alignment/bam/SRR20707162_sorted.bam	alignment/bam/SRR20707163_sorted.bam	alignment/bam/SRR20707164_sorted.bam	alignment/bam/SRR20707165_sorted.bam	alignment/bam/SRR20707166_sorted.bam	alignment/bam/SRR20707167_sorted.bam	alignment/bam/SRR20707168_sorted.bam	alignment/bam/SRR20707169_sorted.bam	alignment/bam/SRR20707170_sorted.bam
YER070W	ref|NC_001137|	298950	301616	+	2667	373	2	0	0	0	0	91	0	949	302	0	0	0	0	0	20	0	379	0	67	0	0	0	1770	18	150	97	90	146	5	2006	0	514	0	0	56	1122	0	0	306	1301	892	1176	4	0	802	0	65	203	4	206	1441	225	0	1155	0	90	0	0	0	0	0	3	0	60	0	0	48	0	231	0	0	0	0	0	0	32	0	162	0	174	186	0	815	0	284	0	0	0	1012	6	165	493	140	2	519	252	1933	0	2621	0	19	0	0	0	14	0	0	0	0	0	0	236	0	0	0	0	0	36	0	0	0	0	0	0
YEL007W	ref|NC_001137|	141892	143892	+	2001	0	106	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9	0	0	0	0	0	0	25	0	288	0	9	164	0	0	1	48	51	0	146	0	242	0	60	5	137	0	0	0	0	0	0	0	2	0	0	0	138	0	0	0	0	74	9	0	0	0	0	0	152	69	0	4	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	95	6	0	0	36	0	0	34	36	21	0	0	0	99	0	0	0	0	0	15	0	0	0	168	0	0	0	0	0	0	148	0	0	0	0	0	0	0	2	7
tE(UUC)E2	ref|NC_001137|	354934	355005	+	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YER068C-A	ref|NC_001137|	295301	295732	-	432	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YER115C	ref|NC_001137|	394292	394867	-	576	0	0	0	0	2	0	0	0	0	7	115	0	24	4	0	0	0	2	0	0	10	76	0	0	0	0	30	0	0	16	0	0	0	106	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	18	3	0	0	0	0	0	0	1	88	0	0	12	0	0	0	0	28	0	6	0	0	0	164	0	0	31	0	1	0	0	9	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	1	0	0	8	0	0	1	0	0	49	0	0	0	0	0	0	72	0	0	0	0	0	0
tS(AGA)E	ref|NC_001137|	86604	86685	+	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YER076C	ref|NC_001137|	312590	313498	-	909	210	0	0	0	0	0	0	0	0	0	290	0	0	0	70	40	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	212	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	167	0	0	0	0	10	0	11	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	101	0	0	0	0	0	0	19	0
YEL021W	ref|NC_001137|	116167	116970	+	804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YEL026W	ref|NC_001137|	101943	102323	+	381	242	50	10	42	134	69	2	0	0	86	16	142	136	94	0	5	8	243	53	0	3	132	149	78	416	0	94	373	238	59	38	313	42	173	258	347	140	0	199	11	89	86	117	129	100	522	137	710	190	109	79	181	199	31	43	143	81	21	0	50	0	93	0	0	3	0	0	18	41	0	17	0	89	69	5	150	25	46	0	138	0	0	2	12	112	112	0	200	0	18	571	0	120	148	166	63	20	610	2	0	27	357	119	756	141	85	274	370	119	200	82	150	603	74	114	503	40	313	244	503	82	146	194	305	56
YER040W	ref|NC_001137|	229795	231987	+	2193	0	0	198	0	0	60	0	0	0	0	0	19	0	0	0	1	0	48	0	197	0	120	43	0	178	0	0	0	241	247	51	0	0	0	0	0	0	86	0	36	0	0	0	0	0	0	0	0	0	34	0	296	0	0	0	0	0	0	0	0	57	0	0	0	0	0	99	42	0	0	12	1	0	0	29	93	85	0	0	0	0	0	0	0	68	0	0	15	0	0	0	9	0	196	1	0	0	0	13	0	0	45	0	0	89	0	0	0	0	8	20	0	0	0	0	0	2	8	0	42	0	0	0	0	4
YEL016C	ref|NC_001137|	124737	126218	-	1482	13	0	0	20	0	2	0	0	0	3	214	58	236	22	0	0	0	107	0	0	0	0	162	1	0	0	35	0	103	87	0	0	76	0	1	0	0	0	256	0	0	3	0	0	7	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	308	0	0	0	0	0	0	0	0	96	0	184	226	1	0	0	12	55	0	1	92	4	90	76	0	0	0	0	2	0	0	0	0	69	0	6	92	0	0	2	3	8	0	1	208	0	0	0	0	0	0	4	0	3	0	0	0	0	0	2	0	0	0	0
YER012W	ref|NC_001137|	177835	178431	+	597	61	257	201	0	36	18	0	0	105	0	96	234	1	79	0	0	0	239	140	2	34	19	179	23	185	95	0	170	438	43	1	0	39	192	209	96	147	1	2	91	104	0	85	133	0	195	384	205	3	169	0	32	59	6	0	44	21	0	137	106	28	793	27	128	205	0	3	237	54	234	61	87	0	0	82	95	168	195	0	178	76	1	6	0	0	83	1	44	0	0	0	181	19	48	195	0	12	0	0	467	117	240	3	52	0	27	1	78	0	126	0	0	81	2	0	325	6	180	46	4	5	103	168	72	0
YER190W	ref|NC_001137|	571480	576525	+	5046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YER185W	ref|NC_001137|	559454	560365	+	912	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0
YER189W	ref|NC_001137|	571155	571523	+	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YEL060C	ref|NC_001137|	40046	41953	-	1908	254	39	0	423	192	65	0	326	33	0	23	158	0	94	12	31	0	93	0	10	4	0	106	0	10	0	0	161	97	0	23	177	0	8	162	0	151	0	4	30	47	0	63	0	0	0	203	0	1	0	21	0	0	0	0	0	19	3	92	285	0	507	62	21	69	3	9	276	0	16	71	211	2	176	23	155	141	551	21	0	138	64	183	77	153	175	0	0	241	9	0	29	2	70	48	16	0	0	116	122	0	0	110	0	0	135	0	0	1	0	0	0	125	0	0	354	0	0	0	0	0	0	0	0	0
YEL052W	ref|NC_001137|	56571	58100	+	1530	0	0	0	0	0	141	0	0	0	0	31	4	47	33	0	0	0	27	12	0	0	10	0	35	131	0	0	0	0	9	2	64	0	111	351	117	0	69	182	129	0	17	115	26	20	80	228	179	0	0	26	11	0	7	0	0	0	0	0	0	0	0	39	54	0	0	0	3	70	15	34	0	39	267	59	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	219	2	0	0	9	0	16	31	0	0	0	236	20	2	0	0	0	5	0	0	0	0	20	274	258	25	0	0	56	0	59	33	4	0	1
YER149C	ref|NC_001137|	466208	467470	-	1263	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	77	98	0	0	0	0	0	0	0	0	0	0	0	3	0	0	69	0	0	0	0	0	0	0	0	6
YER111C	ref|NC_001137|	382595	385876	-	3282	0	0	12	0	1	0	5	1	0	87	117	0	2	0	76	129	0	0	0	0	0	0	0	78	0	48	0	0	47	0	4	0	30	0	27	0	132	0	0	3	81	9	183	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	253	0	0	2	0	0	0	0	0	64	0	0	0	0	0	0	68	0	15	0	0	0	2	0	2	0	0	0	0	0	23	0	0	0	0	0	18	0	0	18	0	0	0	0	0	0	0	0	77	0	0	0
YER081W	ref|NC_001137|	322686	324095	+	1410	0	0	0	77	79	0	0	0	0	117	0	157	0	0	0	0	21	0	435	34	51	42	257	305	89	0	0	0	112	118	49	3	0	0	0	3	21	0	108	169	49	40	231	0	0	6	0	0	252	0	0	255	0	0	0	0	214	2	0	459	8	55	0	4	104	0	146	219	2	0	17	0	237	0	70	0	0	0	119	0	0	0	308	0	0	294	1	4	9	2	0	0	1	85	0	4	27	0	55	96	2	73	0	283	9	3	0	10	31	13	0	289	77	0	0	38	22	0	0	252	0	0	0	0	38
YER010C	ref|NC_001137|	172634	173338	-	705	0	89	0	5	74	2	0	11	0	9	0	93	2	154	114	2	0	49	8	0	3	3	1	40	8	2	6	74	165	0	5	0	0	0	13	4	244	0	8	47	2	0	236	1	189	4	126	6	3	0	2	27	0	0	56	3	0	0	0	113	0	8	0	1	3	0	0	32	2	0	0	41	8	162	135	0	8	3	1	7	305	57	6	0	0	3	0	5	0	5	54	111	0	4	7	43	5	278	187	4	0	76	1	13	3	0	9	6	97	16	0	2	5	2	8	0	5	8	15	0	1	0	2	2	15
YER018C	ref|NC_001137|	191959	192624	-	666	37	0	8	11	1	1	0	64	54	26	0	15	17	9	8	0	4	2	8	0	0	12	0	96	0	0	0	35	0	27	29	0	7	13	80	15	15	0	0	26	0	0	0	0	0	0	0	0	0	0	80	0	13	0	56	0	4	45	56	0	0	24	0	0	0	0	0	0	0	0	0	8	13	0	4	0	0	6	65	47	59	24	0	31	34	27	0	0	0	0	19	0	7	26	18	0	2	0	2	20	0	0	6	0	0	6	0	81	44	0	0	0	0	17	42	98	24	0	0	0	0	3	0	0	0
YEL076C	ref|NC_001137|	4464	5114	-	651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YEL018C-A	ref|NC_001137|	121455	121988	-	534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YER072W	ref|NC_001137|	302806	303195	+	390	0	95	0	37	26	79	21	83	44	4	77	47	148	0	120	1	22	30	33	0	68	50	23	52	92	0	4	667	110	1	119	0	372	23	617	2	0	0	190	0	71	4	121	37	416	114	49	0	0	102	2	1	33	0	0	60	0	74	0	7	1	212	0	32	1	0	0	0	17	18	46	61	0	0	59	0	10	271	0	0	25	0	98	0	33	24	70	546	0	1	41	98	6	91	28	160	1	0	36	0	151	92	28	8	68	11	28	48	81	327	33	1	47	0	35	0	47	310	47	420	39	128	3	63	0
YER093C	ref|NC_001137|	343320	347612	-	4293	0	22	0	125	24	0	0	0	22	118	6	1	0	50	0	8	29	49	0	0	0	15	3	0	3	0	11	2	0	0	0	292	0	0	101	0	6	0	134	7	78	0	324	11	3	0	11	147	0	0	95	15	0	0	76	36	7	0	68	6	0	33	0	73	77	0	0	3	23	11	0	0	0	0	4	0	79	46	227	0	33	41	31	163	0	16	0	0	0	0	0	0	0	0	0	0	0	15	0	125	1	184	0	7	0	0	0	9	0	0	1	0	0	0	0	201	145	1	17	10	17	30	0	0	0
YER178W	ref|NC_001137|	546817	548079	+	1263	657	520	55	879	282	29	43	45	3	239	462	482	33	19	121	20	89	413	84	21	322	236	320	375	137	21	22	496	1100	65	245	104	4	177	922	300	317	89	850	395	321	4	107	8	18	759	495	712	31	163	84	311	71	31	136	6	600	834	515	923	90	994	23	170	228	95	25	455	495	384	240	694	243	34	799	0	511	608	126	722	394	292	322	172	261	631	0	419	5	151	66	243	48	194	105	60	24	232	113	95	65	273	361	1212	119	96	49	668	204	36	131	32	1074	235	405	847	530	19	410	74	656	46	228	141	46
YER030W	ref|NC_001137|	213437	213898	+	462	0	5	2	30	26	43	0	27	21	129	4	118	22	2	4	14	12	118	112	77	63	85	4	50	32	0	0	53	84	82	3	0	0	43	112	30	51	0	0	0	32	4	32	4	118	0	252	147	29	0	57	27	2	0	0	0	52	45	0	16	33	22	1	0	3	0	2	63	0	0	11	58	2	81	0	0	54	215	12	0	136	7	5	0	0	141	0	33	61	10	31	82	0	11	6	32	24	0	0	117	7	143	0	140	0	0	0	2	3	19	12	0	84	17	5	82	3	51	0	79	0	69	11	20	20
YER128W	ref|NC_001137|	415859	416470	+	612	0	0	0	0	15	0	0	0	66	0	2	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	38	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	17	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0
YER003C	ref|NC_001137|;ref|NC_001137|	157736;159088	158994;159118	-;-	1290	0	19	0	0	23	66	8	0	87	14	6	195	13	38	2	15	12	43	16	2	2	23	77	144	0	0	173	117	387	106	6	0	2	0	439	32	1	0	0	6	15	4	2	2	7	70	204	140	0	1	42	589	2	43	6	0	18	287	0	18	1	371	0	0	126	0	0	25	40	150	0	0	0	171	0	0	116	15	288	0	265	0	0	8	0	15	0	0	0	0	0	0	162	0	0	8	0	4	0	279	52	245	0	150	10	29	108	134	0	134	0	0	431	134	192	207	0	97	0	197	49	41	43	0	0
YER163C	ref|NC_001137|	503084	503782	-	699	171	233	0	251	0	89	0	0	17	25	207	249	108	130	0	0	0	63	278	0	94	0	70	35	197	2	0	102	111	71	44	78	26	38	248	111	0	0	59	7	84	0	413	0	188	0	0	57	97	226	106	0	0	0	0	0	49	0	0	280	20	0	0	0	247	112	0	22	1	0	0	2	260	134	360	162	169	56	0	0	0	84	24	0	181	61	0	0	0	0	0	101	12	0	0	0	154	0	38	0	0	54	0	14	0	0	0	100	0	0	44	0	76	97	0	1	0	0	0	0	3	0	0	0	0
YEL005C	ref|NC_001137|	145907	146755	-	849	0	0	38	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	6	0	0	0	0	0	0	0	0	2	0	0	0	0	29	9	106	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	19	0	0	0	0	0	0	1	19	2	0	23	119	0	60	0	2	0	0	12	0	58	0	0	0	0	0	0	36	38	0	98	0	0	2	0	0	0	0	0	0	5	0	0	2	0	0	1	0	0	0	0	0	0	0	0	21	0	0	13
YER173W	ref|NC_001137|	536300	538279	+	1980	0	0	0	0	0	55	17	0	0	0	31	130	0	0	0	0	8	0	0	0	14	0	0	0	3	0	0	0	0	0	0	0	11	19	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	21	1	0	0	0	1	1	0	0	0	36	0	0	0	27	0	0	0	0	0	0	0	0	0	0
YEL065W	ref|NC_001137|	27657	29543	+	1887	12	0	0	218	0	43	0	101	49	0	0	4	142	0	0	0	0	0	0	0	0	67	0	0	110	0	0	572	114	6	0	3	0	227	173	0	0	209	24	0	0	104	0	0	302	29	923	0	0	426	8	87	52	0	0	0	329	0	0	37	12	0	0	19	2	51	113	0	0	0	0	0	0	85	0	6	0	0	0	0	0	0	14	0	0	68	462	894	88	104	7	0	0	273	64	0	1	0	24	0	4	0	165	4	31	4	0	0	0	84	23	14	32	10	4	352	0	22	140	431	61	11	46	0	783
YEL055C	ref|NC_001137|	48471	51539	-	3069	0	29	1	0	123	6	76	0	33	10	78	141	139	109	22	101	0	1	0	0	1	111	0	0	161	84	13	22	187	34	90	75	49	48	187	142	50	117	71	79	161	2	223	0	392	190	0	42	0	0	2	131	31	0	29	1	0	0	3	0	0	0	0	0	0	0	0	0	32	52	16	2	0	2	55	66	86	0	181	0	42	50	0	184	10	305	0	38	31	12	3	21	80	150	142	96	0	412	6	125	0	38	0	124	162	145	0	0	266	73	41	59	256	139	0	167	210	0	102	5	0	3	88	70	67
YER029C	ref|NC_001137|	212587	213177	-	591	0	1	0	0	27	0	27	0	0	0	0	27	0	3	0	0	0	12	0	0	3	0	10	122	8	0	0	7	88	0	0	0	0	0	0	0	0	20	0	17	10	0	0	14	0	0	28	0	0	0	0	27	0	0	21	0	4	0	0	27	0	41	0	0	0	99	10	0	0	0	28	40	28	0	44	0	0	16	0	53	0	0	0	0	4	5	0	31	0	13	77	0	7	72	0	90	85	476	0	0	0	0	0	0	0	0	0	5	101	0	0	48	15	5	127	0	0	0	0	225	23	33	0	0	3
YER089C	ref|NC_001137|	335946	337340	-	1395	216	159	0	0	0	0	0	0	162	37	0	91	5	103	139	0	0	65	264	0	31	0	123	9	176	0	0	356	327	111	239	71	0	173	127	157	0	0	52	0	61	14	0	32	33	3	1	11	0	0	0	0	87	0	129	0	33	0	0	0	0	133	0	9	0	0	7	43	0	0	69	0	215	0	13	0	58	3	0	135	182	0	0	0	0	141	0	118	0	0	280	7	165	21	111	0	3	0	0	80	182	358	0	0	46	5	0	173	61	51	0	3	150	217	0	0	14	141	81	62	0	3	98	330	155
YER179W	ref|NC_001137|;ref|NC_001137|	548421;548645	548552;549517	+;+	1005	0	0	0	0	0	0	0	14	0	47	0	0	0	0	206	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	54	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0
YEL011W	ref|NC_001137|	133120	135234	+	2115	0	8	62	362	0	0	0	20	0	0	2	0	0	0	51	0	0	0	429	63	0	0	0	0	92	0	0	0	34	0	0	0	4	0	0	0	0	0	0	30	0	0	50	0	0	0	0	0	0	0	0	0	120	0	288	0	14	0	37	126	130	1000	175	0	412	142	303	92	0	6	0	44	77	0	0	15	0	0	36	0	0	58	336	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0
YER166W	ref|NC_001137|	512744	517459	+	4716	440	0	2	0	193	116	0	1	0	305	8	116	0	0	1	0	0	66	185	0	39	1	4	1	0	149	2	258	25	5	231	0	15	0	3	0	29	1	92	0	3	0	55	0	0	584	80	0	53	50	30	0	365	199	611	148	29	0	0	61	0	0	24	16	0	0	0	45	356	0	0	19	0	0	19	8	19	0	129	7	1	384	0	84	0	400	0	0	10	0	466	0	0	40	21	0	0	0	369	44	268	51	157	105	2	131	26	2	9	14	0	0	43	205	71	0	99	47	4	0	0	0	0	136	0
